title,type,location,bedrooms,bathrooms,price_qar,area_sqm,district,city,segment,type_encoded,cluster
3BR Bliss Residence | Serviced | Bills included,Apartment,"Banyan Tree Doha, Musheireb, Doha",3.0,4.0,23000,260.0,Musheireb,Doha,Luxury,0,1
PREMIUM & VERY SPACIOUS 5BHK APARTMENT NEAR LULU,Apartment,"Old Airport Road, Old Airport Road, Doha",5.0,5.0,10000,200.0,Old Airport Road,Doha,Luxury,0,1
"Spacious 2 bed flat, including bills & amenities",Compound,"Sapphire Compound, Abu Hamour, Doha",2.0,2.0,7800,133.0,Abu Hamour,Doha,Mid-Range,2,2
Gorgeous Beach Villa in the Heart of Doha,Compound,"West Bay Lagoon, West Bay Lagoon, Doha",5.0,6.0,21500,467.0,West Bay Lagoon,Doha,Luxury,2,1
Spacious 3 Bedroom in a beautiful Compound,Compound,"Cascade Compound, Abu Hamour, Doha",3.0,3.0,9300,200.0,Abu Hamour,Doha,Mid-Range,2,2
Luxury 3 Master Bedrooms + Maid | Full Sea View,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",3.0,5.0,13000,181.0,The Pearl Island,Doha,Luxury,0,1
COZY & ELEGANT APARTMENT IN A PRIME LOCATION lusa,Apartment,"Residential D5, Fox Hills South, Fox Hills, Lusail",1.0,2.0,6000,100.0,Fox Hills,Lusail,Budget,0,0
Directly from the owner ! Including Bills !,Apartment,"Marina Residence 16, Marina District, Lusail",2.0,2.0,8750,110.0,Marina District,Lusail,Budget,0,0
LUXURY 4BR TOWNHOUSE | HUGE TERRACE | MARINA VIEW,Townhouse,"Porto Arabia Townhouses, Porto Arabia, The Pearl Island, Doha",4.0,4.0,20000,500.0,The Pearl Island,Doha,Luxury,4,1
La Villa Inn,Hotel Apartments,"Najma Street, Najma, Doha",1.0,1.0,4500,50.0,Najma,Doha,Mid-Range,3,2
SUPER SPACIOUS BRAND NEW 2BHK FURNISHED NEAR LULU,Apartment,"Old Airport Road, Old Airport Road, Doha",2.0,2.0,5500,150.0,Old Airport Road,Doha,Budget,0,0
Furnished apartment for rent in Lusail,Apartment,"Florence, Fox Hills, Fox Hills, Lusail",1.0,2.0,5000,82.0,Fox Hills,Lusail,Budget,0,0
3BHK Villa | Commission Free | 1 Month Free,Villa,"Al Waab Street, Al Waab, Doha",3.0,4.0,15554,406.0,Al Waab,Doha,Luxury,1,1
Exquisite 3BHK Villa | No Commission | 1Month Free,Villa,"La Verna Compound, Muraikh, AlMuraikh, Doha",3.0,4.0,15554,406.0,AlMuraikh,Doha,Luxury,1,1
Stylish 2BHK | No Commission | 2 Months Free,Compound,"La Verna Compound, Muraikh, AlMuraikh, Doha",2.0,3.0,9086,135.0,AlMuraikh,Doha,Mid-Range,2,2
7 Bedroom Stand Alone Villa | Only Qatari,Villa,"Al Luqta, Al Luqta, Doha",7.0,5.0,12000,650.0,Al Luqta,Doha,Luxury,1,1
Staff Accommodation Rooms for Rent - NO COMISSION,Compound,"Umm Salal Mahammad, Umm Salal City, Doha",1.0,1.0,2425,24.0,Umm Salal City,Doha,Mid-Range,2,2
Standard 1-Bedroom No Commission | 2 months free,Apartment,"Le Mirage City Walk, Fereej Bin Mahmoud South, Fereej Bin Mahmoud, Doha",1.0,2.0,7714,85.0,Fereej Bin Mahmoud,Doha,Budget,0,0
Brand New Luxury 2BHK | Beach Access | The Pearl,Apartment,"La Plage South, La Plage, The Pearl Island, Doha",2.0,3.0,15500,160.0,The Pearl Island,Doha,Budget,0,0
One Plus Maid | Semi-Furnished | Al Waab,Compound,"Al Waab Street, Al Waab, Doha",3.0,4.0,11025,250.0,Al Waab,Doha,Luxury,2,1
Luxury 3BR + Maid & Duplex 3BR | Al Nasr| For Rent,Apartment,"Al Nasr Street, Al Nasr, Doha",3.0,4.0,10500,150.0,Al Nasr,Doha,Budget,0,0
"1 MONTH FREE |SPACIOUS 2BHK NEAR RAWNAQ, BINOMRAN",Apartment,"Bin Omran 35, Fereej Bin Omran, Doha",2.0,2.0,4300,135.0,Fereej Bin Omran,Doha,Budget,0,0
No Commission | All-Inclusive 2 BR | Furnished,Apartment,"Giardino Apartments, The Pearl Island, Doha",2.0,3.0,8000,110.0,The Pearl Island,Doha,Budget,0,0
furnished 1BHK Apartment in Freej Bin Mahmoud,Apartment,"Fereej Bin Mahmoud, Doha",1.0,1.0,4500,60.0,Fereej Bin Mahmoud,Doha,Budget,0,0
1 MONTH FREE | 2BHK FURNISHED IN PRIME LOCATION,Apartment,"Hiteen Street, Al Muntazah, Doha",2.0,2.0,4000,110.0,Al Muntazah,Doha,Budget,0,0
Spacouis 1BR | Marina View | Furnished,Apartment,"Porto Arabia, The Pearl Island, Doha",1.0,2.0,10000,100.0,The Pearl Island,Doha,Budget,0,0
SPACIOUS BRAND NEW TWO BHK APARTMENT AL KHOR,Apartment,"Al Khor Community, Al Khor",2.0,2.0,4800,150.0,Al Khor Community,Al Khor,Budget,0,0
FURNISHED 2BHK IN COMPOUND WITH BACKYARD-FREE BILL,Compound,"Muaither Area, Al Rayyan, Doha",2.0,2.0,5500,30.0,Al Rayyan,Doha,Mid-Range,2,2
FURNISHED 1BHK -COMPOUND-INCLUDING BILLS-MUAITHER,Compound,"Muaither Area, Al Rayyan, Doha",1.0,1.0,3500,10.0,Al Rayyan,Doha,Mid-Range,2,2
All Bills Free I No Commission I Luxury hotel apartment 1BHK,Apartment,"OqbaBin Nafie Steet, Old Airport Road, Doha",1.0,2.0,5300,100.0,Old Airport Road,Doha,Budget,0,0
All Bills Free I 1BHK Room,Hotel Apartments,"Old Airport Residential Apartments, Old Airport Road, Doha",1.0,2.0,5300,100.0,Old Airport Road,Doha,Mid-Range,3,2
NO COMMISSION LUSAIL NEW FF 1BHK SHORT TERM DEAL,Apartment,"Al Erkyah City, Lusail",1.0,2.0,5500,60.0,Al Erkyah City,Lusail,Budget,0,0
Spacious 2 Bedroom in Barwa with 2 Months FREE,Apartment,"Barwa City, Mesaimeer, Doha",2.0,3.0,6250,120.0,Mesaimeer,Doha,Budget,0,0
1 BHK Apartment for Rent in Dafna           b,Apartment,"Al Jazi Gardens 1, Al Jazi Gardens, Al Dafna, Doha",1.0,1.0,4000,110.0,Al Dafna,Doha,Budget,0,0
Fully Furnished 1-BHK Bills Included-New Doha,Apartment,"Doha Al Jadeed, Doha",1.0,2.0,4500,75.0,Doha Al Jadeed,Doha,Budget,0,0
FULLY FURNISHED 3BHK FLAT IN AL SADD !!,Apartment,"Al Sadd, Al Sadd, Doha",3.0,3.0,7500,300.0,Al Sadd,Doha,Budget,0,0
Furnished 4 BDR Villa+Maids in Compound Ain Khalid,Villa,"Ain Khaled Villas, Ain Khaled, Doha",4.0,5.0,15000,270.0,Ain Khaled,Doha,Luxury,1,1
NO COMMISSION | 3Beds with Maid | Fully Furnished,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",3.0,5.0,14250,180.0,The Pearl Island,Doha,Luxury,0,1
NO COMMISSION| 2BR+Maid | Fully Frnshed | VB View,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,4.0,10000,160.0,The Pearl Island,Doha,Budget,0,0
Best Price | 1 Bedroom | With Balcony Semi Furnish,Apartment,"East Porto Drive, Porto Arabia, The Pearl Island, Doha",1.0,2.0,7000,110.0,The Pearl Island,Doha,Budget,0,0
Brand new Luxury Apartments - Freej Kulaib,Apartment,"Fereej Kulaib, Doha",3.0,3.0,7000,140.0,Fereej Kulaib,Doha,Budget,0,0
Furnished 4 BDR Villa+Maids in Compound Ain Khalid,Apartment,"Ain Khalid Gate, Ain Khaled, Doha",4.0,5.0,15000,270.0,Ain Khaled,Doha,Luxury,0,1
3BR Apartment Sea View | Dareen Tower | West Bay,Apartment,"Dareen Tower, West Bay, West Bay, Doha",3.0,4.0,10800,183.0,West Bay,Doha,Budget,0,0
Furnished 3 BHK Apartments + Month FREE- Muntazah,Apartment,"Al Muntazah Street, Al Muntazah, Doha",3.0,3.0,6500,135.0,Al Muntazah,Doha,Budget,0,0
Sea View One-Bedroom Suite - 5* Hotel - FF,Hotel Apartments,"Agora Autograph Collection, Lusail City, Lusail",1.0,2.0,12000,85.0,Lusail City,Lusail,Mid-Range,3,2
Deluxe 1-Bedroom Suite - 5* Hotel - FF,Hotel Apartments,"Agora Autograph Collection, Lusail City, Lusail",1.0,2.0,10500,85.0,Lusail City,Lusail,Mid-Range,3,2
Luxury Furnished 1Bedroom Apartment Full Amenities,Apartment,"Doha Al Jadeed, Doha",1.0,2.0,4700,75.0,Doha Al Jadeed,Doha,Budget,0,0
Luxurious 1 Bedroom Apartment Souq Waqif,Hotel Apartments,"Old Al Ghanim, Al Ghanim, Doha",1.0,2.0,5500,55.0,Al Ghanim,Doha,Mid-Range,3,2
2 BEDS APARTMENT - NO COMMISSON - 2 MONTHS FREE,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,3.0,9429,120.0,The Pearl Island,Doha,Budget,0,0
AFFORDABLE 1-BEDROOM | ALL BILLS INCLUDED,Apartment,"Umm Salal Ali, Umm Salal Ali, Doha",1.0,1.0,2500,62.0,Umm Salal Ali,Doha,Budget,0,0
Luxury1BR Partial Sea View | No commission,Hotel Apartments,"Lusail Residence, Marina District, Lusail",1.0,1.0,9000,95.0,Marina District,Lusail,Mid-Range,3,2
MODERN 2BHK + 1 APARTMENT FOR RENT IN GEWAN ISLAND,Apartment,"Crystal Residence, Gewan Island, The Pearl Island, Doha",2.0,4.0,12000,153.0,The Pearl Island,Doha,Budget,0,0
Fully Furnished 1BR Apartment near Sport City Road,Apartment,"Saeed Ibn Jubair, Al Aziziyah, Doha",1.0,1.0,4500,65.0,Al Aziziyah,Doha,Budget,0,0
"Elegant Fully Furnished 2-BDR Giardino, The Pearl",Apartment,"Giardino Apartments, The Pearl Island, Doha",2.0,3.0,8500,120.0,The Pearl Island,Doha,Budget,0,0
Best Price | Full Sea View | Well Furnished,Apartment,"Crystal Residence, Gewan Island, The Pearl Island, Doha",2.0,3.0,14000,180.0,The Pearl Island,Doha,Budget,0,0
Enjoy 1 Year Lease and get 1 Month Free!,Villa,"Les Roses Compound 3, Al Waab, Doha",5.0,6.0,22500,386.0,Al Waab,Doha,Luxury,1,1
4 bed villa + maids quarter- 2 Years plus 2 Months,Villa,"Les Roses Compound 1, Al Waab, Doha",4.0,6.0,15999,316.0,Al Waab,Doha,Luxury,1,1
ONE-BEDROOM ROSEWOOD RESIDENCE | HOTEL BENEFITS,Hotel Apartments,"Rosewood Residences, Marina District, Lusail",1.0,2.0,14000,81.0,Marina District,Lusail,Mid-Range,3,2
THREE-BEDROOM ROSEWOOD RESIDENCE | HOTEL BENEFITS,Hotel Apartments,"Rosewood Residences, Marina District, Lusail",3.0,5.0,32000,177.0,Marina District,Lusail,Luxury,3,1
Brand new Luxury Apartments - Freej Kulaib,Apartment,"Fereej Kulaib, Doha",1.0,1.0,4500,110.0,Fereej Kulaib,Doha,Budget,0,0
Brand New 2BHK FF Apartment W/2 Months Free!,Apartment,"Al Hitmi, Al Hitmi, Doha",2.0,3.0,6429,120.0,Al Hitmi,Doha,Budget,0,0
SF - Two Bedoom an plus office room and balcony,Apartment,"Viva West, Viva Bahriyah, The Pearl Island, Doha",2.0,2.0,10750,184.0,The Pearl Island,Doha,Budget,0,0
2 bedroom plus a balcony - Ready to move in Porto,Apartment,"East Porto Drive, Porto Arabia, The Pearl Island, Doha",2.0,2.0,10850,180.0,The Pearl Island,Doha,Budget,0,0
NO COMMISSION | BRAND NEW AL NASR 2BHK FULLY FURNI,Apartment,"Al Nasr, Doha",2.0,2.0,6200,90.0,Al Nasr,Doha,Budget,0,0
3BR Villa | Al Jazi Gardens | West Bay,Villa,"Al Jazi Gardens 1, Al Jazi Gardens, Al Dafna, Doha",3.0,4.0,18000,310.0,Al Dafna,Doha,Luxury,1,1
1BR Apartment | Al Saad | Prime Location,Apartment,"Al Sadd Tourist Apartments, Al Sadd, Doha",1.0,2.0,5500,100.0,Al Sadd,Doha,Budget,0,0
3BR Villa | Al Areen Gardens | Madinat Khalifa,Villa,"Al Areen Gardens, Madinat Khalifa North, Madinat Khalifa, Doha",3.0,4.0,14000,250.0,Madinat Khalifa,Doha,Luxury,1,1
Spacious 3-Bedroom Apartment for Rent in Najma,Apartment,"Najma Street, Najma, Doha",3.0,3.0,6000,140.0,Najma,Doha,Budget,0,0
2 MONTHS FREE | LUXURY 2 BDR FURNISHED | POOL| GYM,Compound,"Al Waab Street, Al Waab, Doha",2.0,3.0,9086,150.0,Al Waab,Doha,Mid-Range,2,2
1 Bedroom Apartment | West Bay,Apartment,"Serdal Tower, Serdal Tower, West Bay, Doha",1.0,2.0,6500,77.0,West Bay,Doha,Budget,0,0
One Bedroom Apartment at Oaks Al Najada,Hotel Apartments,"Musheireb, Doha",1.0,1.0,9500,51.0,Musheireb,Doha,Mid-Range,3,2
Two Bedroom Apartment at Al Najada Oaks,Hotel Apartments,"Musheireb, Doha",2.0,2.0,11500,91.0,Musheireb,Doha,Mid-Range,3,2
OFFER - LUXYRY 4 BEDS VILLA IN ALFARDAN 5 -NO FEES,Villa,"Al Fardan Gardens 05, Al Waab, Doha",4.0,5.0,12000,350.0,Al Waab,Doha,Luxury,1,1
No Commission - Big Balcony - Low Floor - 1 Bdrm,Apartment,"East Porto Drive, Porto Arabia, The Pearl Island, Doha",1.0,2.0,7000,120.0,The Pearl Island,Doha,Budget,0,0
2 Bedroom's Apartment In Muaither,Apartment,"Jeera Residential Compound, Muaither North, Muaither Area, Doha",2.0,2.0,3500,100.0,Muaither Area,Doha,Budget,0,0
Brand New Luxury Villa | Cozy compound for Lease,Villa,"Al Soudan, Al Soudan, Doha",6.0,7.0,17000,450.0,Al Soudan,Doha,Luxury,1,1
BILLS FREE | LUXURY 1 BHK | AL MANSOURA,Apartment,"Al Mansoura, Al Mansoura, Doha",1.0,1.0,3600,80.0,Al Mansoura,Doha,Budget,0,0
ELEGANT 1BHK SF APT | FOR RENT | THE PEARL,Apartment,"Gondola, Qanat Quartier, The Pearl Island, Doha",1.0,2.0,7000,80.0,The Pearl Island,Doha,Budget,0,0
SPACIOUS BRAND NEW 2BHK + MAID FF | MARINA LUSAIL,Apartment,"Lusail Residence, Marina District, Lusail",2.0,4.0,11000,165.0,Marina District,Lusail,Budget,0,0
2BR Apartment | Dareen Tower | West Bay,Apartment,"Dareen Tower, West Bay, West Bay, Doha",2.0,1.0,9800,203.0,West Bay,Doha,Budget,0,0
1BR Premiere Apartments | Beach Access,Apartment,"Kempinski Residences and Suites, West Bay, Doha",1.0,2.0,10800,98.0,West Bay,Doha,Budget,0,0
2BR Premiere Apartments | Beach Access,Apartment,"Kempinski Residences and Suites, West Bay, Doha",2.0,3.0,14500,167.0,West Bay,Doha,Budget,0,0
Your Dream 1BHK in Abraj INN Royal 3,Apartment,"Muntazah Commercial Complex, Najma, Doha",1.0,2.0,5300,100.0,Najma,Doha,Budget,0,0
"CORPORATE RATE* 14,400 QAR FOR SELECTED COMPANIES",Compound,"Aspire Tower, Al Waab, Al Waab, Doha",3.0,4.0,15323,406.0,Al Waab,Doha,Luxury,2,1
BEST CORPORATE DEAL |  stuff acc | 6x4 & 4x4,Whole Building,"Industrial Area, Industrial Area, Doha",1.0,1.0,599,24.0,Industrial Area,Doha,Mid-Range,5,2
Limited - 2 Bedroom 5 STAR Hotel No commission,Apartment,"Element City Center, Bulmasan Street, West Bay, Doha",2.0,3.0,12500,121.0,West Bay,Doha,Budget,0,0
1 Bedroom Apartment - King City view -5 Star Hotel,Hotel Apartments,"Element City Center, Bulmasan Street, West Bay, Doha",1.0,2.0,10500,100.0,West Bay,Doha,Mid-Range,3,2
AFFORDABLE 3-BEDROOM | SPACIOUS | SEMI-FURNISHED,Apartment,"Najma Street, Najma, Doha",3.0,3.0,6000,130.0,Najma,Doha,Budget,0,0
FULLY FURNISHED 2 MASTER-BHK  APARTMENT THE PEARL,Apartment,"Giardino Apartments, The Pearl Island, Doha",2.0,3.0,9000,90.0,The Pearl Island,Doha,Budget,0,0
5BR Villa | Al Jazi Village II | Family Compound,Villa,"Al Jazi Village II, Al Jazi Village, Al Gharrafa, Doha",5.0,6.0,15000,303.0,Al Gharrafa,Doha,Luxury,1,1
hotel apartments located in Al Muntazah.,Hotel Apartments,"Rawdat Al Khail, Rawdat Al Khail, Doha",1.0,2.0,5250,70.0,Rawdat Al Khail,Doha,Mid-Range,3,2
Luxurious Fully Furnished 2BHK Flat at Lusail,Apartment,"Lusail Marina Heights, Marina District, Lusail",2.0,3.0,10000,100.0,Marina District,Lusail,Budget,0,0
2 BHK Flat For Rent in Muaither Near Saudia Hyper,Apartment,"Muaither Area, Al Rayyan, Doha",2.0,2.0,4250,130.0,Al Rayyan,Doha,Budget,0,0
Spacious Fully Furnished 1BHK -Al Mirqab Al Jadeed,Apartment,"Bin Al Sheikh Towers, Al Mirqab Al Jadeed, Doha",1.0,2.0,6500,105.0,Al Mirqab Al Jadeed,Doha,Budget,0,0
NO COMMISSION BRAND NEW 2 BHK IN ALKHOR,Apartment,"Al Khor Community, Al Khor",2.0,2.0,4800,148.0,Al Khor Community,Al Khor,Budget,0,0
Luxurious Fully Furnished 2BHK Flat at Lusail,Apartment,"Al Erkyah City, Lusail",2.0,3.0,6500,136.0,Al Erkyah City,Lusail,Budget,0,0
Fully Furnished 3-Bedroom Compound Apartment !!,Apartment,"Al Nasr Street, Al Nasr, Doha",3.0,3.0,7000,115.0,Al Nasr,Doha,Budget,0,0
FULLY FURNISHED 2-BHK THE PEARL | PLAYGROUND VIEW,Apartment,"Giardino Apartments, The Pearl Island, Doha",2.0,3.0,8500,90.0,The Pearl Island,Doha,Budget,0,0
F/FURNISHED /NOCOMMISSION+Q-COOL/Promo,Apartment,"The Residence Tower, Diplomatic Street, West Bay, Doha",2.0,3.0,9500,147.0,West Bay,Doha,Budget,0,0
FULLY FURNISHED / NO COMMISSION/+PROMO,Apartment,"AL Maha Residential Complex, New Al Hitmi, Fereej Bin Omran, Doha",2.0,3.0,7500,120.0,Fereej Bin Omran,Doha,Budget,0,0
Fully Furnished | Commission-Free,Apartment,"The Eight Downtown, Al Sadd, Doha",2.0,3.0,7988,117.0,Al Sadd,Doha,Budget,0,0
FF 2BHK ! All Inclusive ! Short and Long Term,Apartment,"Al Wakra, Al Wakra, Al Wakrah, Al Wakra",2.0,2.0,5000,120.0,Al Wakrah,Al Wakra,Budget,0,0
FF 4BHK ! All Inclusive ! Short and Long Term,Villa,"Old Airport Road, Old Airport Road, Doha",4.0,3.0,10500,550.0,Old Airport Road,Doha,Luxury,1,1
STUNNING 5-BEDROOM VILLA | 1 MONTH FREE,Villa,"Mirage Villas, Al Waab, Al Waab, Doha",5.0,5.0,15000,350.0,Al Waab,Doha,Luxury,1,1
Great Deal 3BR Apartment w/ Pool&Gym/ No Commissio,Apartment,"Al Bedaiya Residential Compound, Al Rayyan, Doha",3.0,2.0,9000,150.0,Al Rayyan,Doha,Budget,0,0
SPACIOUS 5-BEDROOM VILLA | NEAR LANDMARK MALL,Villa,"Street 871, Al Duhail South, Al Duhail, Doha",5.0,4.0,14000,350.0,Al Duhail,Doha,Luxury,1,1
Short / Long Term Fully furnished 2BHK all inclus,Apartment,"Old Airport Road, Doha",2.0,2.0,5000,1.0,Old Airport Road,Doha,Budget,0,0
SPACIOUS 5-BHK WITH PRIVATE POOL | STUNNING VILLA,Villa,"Bu Hamour Street, Abu Hamour, Doha",5.0,5.0,15000,349.0,Abu Hamour,Doha,Luxury,1,1
2-BHK SERVICED APT | 1 MONTH FREE | NEAR METRO,Apartment,"Al Mansoura, Al Mansoura, Doha",2.0,2.0,6500,78.0,Al Mansoura,Doha,Budget,0,0
STUNNING 2 BHK | 1 MONTH FREE | ALL BILLS INCLUDED,Apartment,"Mirage Residence 2, Al Mansoura, Doha",2.0,2.0,6500,78.0,Al Mansoura,Doha,Budget,0,0
MODERN LIVING | ELEGANT 1 BHK | ALL BILLS INCLUDED,Apartment,"Al Erkyah City, Lusail",1.0,2.0,6500,114.0,Al Erkyah City,Lusail,Budget,0,0
Modern 1BR Apartment | Prime Location | West Bay,Apartment,"West Bay, West Bay, Doha",1.0,2.0,8000,110.0,West Bay,Doha,Budget,0,0
2BHK Furnished | Bills Inc | 2Years Deal,Apartment,"Al Nasr Street, Al Nasr, Doha",2.0,3.0,6400,95.0,Al Nasr,Doha,Budget,0,0
Luxury 3BHK in Al Corniche Road First Tenant,Apartment,"Citadel Corniche 72, C-Ring, Doha",3.0,4.0,7750,150.0,C-Ring,Doha,Budget,0,0
1BR | AMAZING LOCATION | FF | BILLS INC | GYM+POOL,Apartment,"Rawdat Al Khail, Rawdat Al Khail, Doha",1.0,1.0,5000,90.0,Rawdat Al Khail,Doha,Budget,0,0
Luxury finishing 2bhk well maintained SF PA,Apartment,"Tower 16, Porto Arabia, The Pearl Island, Doha",2.0,3.0,9750,180.0,The Pearl Island,Doha,Budget,0,0
SF 2BHK | First Tenant | Corniche | 3 Months Free,Apartment,"Le mirage corniche, Ras Abu Aboud, Doha",2.0,3.0,6166,110.0,Ras Abu Aboud,Doha,Budget,0,0
3 Months FREE | 2 BHK | Corniche | BOOK NOW,Apartment,"Le mirage corniche, Ras Abu Aboud, Doha",2.0,3.0,6888,115.0,Ras Abu Aboud,Doha,Budget,0,0
New 2BHK FF + Maids Rm nr Corniche + 3months FREE!,Apartment,"Citadel Corniche 72, C-Ring, Doha",2.0,3.0,6667,125.0,C-Ring,Doha,Budget,0,0
New 2BHK FF w/ Balcony nr Corniche + 3months FREE!,Apartment,"Citadel Corniche 72, C-Ring, Doha",2.0,3.0,6889,125.0,C-Ring,Doha,Budget,0,0
"FF 2 BHK , PRIME LOCATION, NO COMMISSION",Apartment,"Anas Street, Fereej Bin Mahmoud North, Fereej Bin Mahmoud, Doha",2.0,2.0,5750,110.0,Fereej Bin Mahmoud,Doha,Budget,0,0
Brand new 6 Bedroom Villa for Rent in Al Kheesa,Compound,"Al Kheesa, Al Kheesa, Umm Salal Mohammed",6.0,6.0,9500,400.0,Al Kheesa,Umm Salal Mohammed,Luxury,2,1
Flat FF​ 2BHK+1month​ free in Corniche Doha,Apartment,"Citadel Corniche 72, C-Ring, Doha",2.0,3.0,6923,130.0,C-Ring,Doha,Budget,0,0
2BD + maid’s room | Bills Included | No commission,Apartment,"Le Mirage Icon, Fereej Bin Mahmoud, Doha",2.0,4.0,11000,120.0,Fereej Bin Mahmoud,Doha,Budget,0,0
SPACIOUS | FREE WIFI | NO COMMISSION | NEAR METRO,Apartment,"Najma Street, Najma, Doha",2.0,2.0,4500,80.0,Najma,Doha,Budget,0,0
1BHK penthouse near Metro Link-NO COMMISSION,Apartment,"Old Airport Road, Old Airport Road, Doha",1.0,1.0,3200,60.0,Old Airport Road,Doha,Budget,0,0
2BHK in Al Kheesa – 5000qar - One month free,Apartment,"Al Kheesa, Umm Salal Mohammed",2.0,2.0,5000,80.0,Al Kheesa,Umm Salal Mohammed,Budget,0,0
BRAND NEW  | UTILITIES INCLUDED I No Agency Fees,Apartment,"Fox Hills, Lusail",1.0,1.0,7500,98.0,Fox Hills,Lusail,Budget,0,0
Conveniently Located Furnished 2BHK Flat,Apartment,"EB09, Umm Ghuwailina, Doha",2.0,2.0,4450,90.0,Umm Ghuwailina,Doha,Budget,0,0
Cozy FF 1 Bedroom + Office/ Qatar Cool Included,Apartment,"Tower 15, Porto Arabia, The Pearl Island, Doha",1.0,2.0,9000,120.0,The Pearl Island,Doha,Budget,0,0
Monthly Rates in Hotel Room inside a 5 Star Resort,Hotel Apartments,"Salwa Road, Doha",1.0,1.0,5500,45.0,Salwa Road,Doha,Mid-Range,3,2
1BR Villa Upper Floor inside a 5 Star Resort,Hotel Apartments,"Salwa Road, Doha",1.0,2.0,7500,122.0,Salwa Road,Doha,Mid-Range,3,2
2 BD + Maid at Abraj Bay | Utilities Included!,Apartment,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",2.0,3.0,13923,165.0,The Pearl Island,Doha,Budget,0,0
One Bed Room For Rent - All Inclusive,Apartment,"New Doha, Doha",1.0,1.0,5000,80.0,New Doha,Doha,Budget,0,0
Partial Sea View | FF | 1 Month free,Apartment,"Falcon Tower, Diplomatic Street, West Bay, Doha",3.0,2.0,14296,247.0,West Bay,Doha,Budget,0,0
1Bedroom + Office | 3Months free |,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",1.0,2.0,7950,89.0,The Pearl Island,Doha,Budget,0,0
Luxury Apartment | 1 MONTHS FREE |,Apartment,"Falcon Tower, Diplomatic Street, West Bay, Doha",1.0,1.0,8327,85.0,West Bay,Doha,Budget,0,0
Fully Furnished | 2 MONTH FREE |,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,2.0,10120,137.0,The Pearl Island,Doha,Budget,0,0
Skyline | NO COMM | 2 MONTH FREE |FULLY FURNISHED,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",3.0,4.0,18429,195.0,The Pearl Island,Doha,Luxury,0,1
NO COMM| 2BEDROOM | 2MONTH FREE | FULLY FURNISHED,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,3.0,12571,147.0,The Pearl Island,Doha,Budget,0,0
BARAHA TOWN | ONE BED ROOM APARTMENT,Apartment,"Abu Hamour, Doha",1.0,1.0,6500,91.0,Abu Hamour,Doha,Budget,0,0
Modern Comfort in Al Wakra: Fully Furnished 1BHK,Apartment,"Ezdan Villages North 1, Ezdan Village, Al Wakra",1.0,1.0,2800,41.0,Ezdan Village,Al Wakra,Budget,0,0
Elegant 2-Bedroom Apartment – Fully Equipped,Apartment,"Ezdan Villages South, Ezdan Village, Al Wakra",2.0,2.0,3600,93.0,Ezdan Village,Al Wakra,Budget,0,0
3 BHK – Fully Furnished – Family-Friendly Layout,Apartment,"Ezdan Villages North 1, Ezdan Village, Al Wakra",3.0,2.0,4450,116.0,Ezdan Village,Al Wakra,Budget,0,0
New Spacious Apt 1BR Semi Furnished /The Pearl,Apartment,"West Porto Drive, Porto Arabia, The Pearl Island, Doha",1.0,2.0,8000,100.0,The Pearl Island,Doha,Budget,0,0
Sea View | FF | 2 MONTH FREE|,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,2.0,10040,137.0,The Pearl Island,Doha,Budget,0,0
1BHK Near Msheireb | Excellent New Building,Apartment,"Fereej Abdul Aziz, Fereej Abdul Aziz, Doha",1.0,2.0,3750,50.0,Fereej Abdul Aziz,Doha,Budget,0,0
BRAND NEW | SF | 2 MONTH FREE| BILLS INCLUDED,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",1.0,2.0,8464,87.0,The Pearl Island,Doha,Budget,0,0
BRAND NEW PENTHOUSE| 1 MONTHS FREE,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",3.0,4.0,21096,195.0,The Pearl Island,Doha,Luxury,0,1
NO COMMISSION 2 BEDROOM  BILLS INCLUDED 2 MONTH FREE,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",3.0,4.0,22019,195.0,The Pearl Island,Doha,Luxury,0,1
NO COMMISSION | 2 MONTHS FREE | SEMI FURNISHED,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,3.0,10000,118.0,The Pearl Island,Doha,Budget,0,0
NO COMM | FF | 2 MONTH FREE|,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,2.0,9880,137.0,The Pearl Island,Doha,Budget,0,0
