title,type,location,bedrooms,bathrooms,price_qar,area_sqm,district,city,segment,type_encoded,cluster
Ready to Move | Bills Included | FF - 3BR+Maid,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",3.0,4.0,14000,181.0,The Pearl Island,Doha,Luxury,0,1
Luxury Apartment with Balcony - WIFI Included,Apartment,"La Plage South, La Plage, The Pearl Island, Doha",1.0,2.0,8300,120.0,The Pearl Island,Doha,Budget,0,0
Bills/Wi-Fi Included | Limited Units | Lusail,Apartment,"Lusail Residence, Marina District, Lusail",2.0,3.0,10500,111.0,Marina District,Lusail,Budget,0,0
BRAND NEW APT | AMAZING VIEW | BILLS INCLUDED,Apartment,"Fox Hills A13, Fox Hills, Lusail",1.0,2.0,7250,108.0,Fox Hills,Lusail,Budget,0,0
Marina View | Spacious 2 Bedrooms | Huge Balcony,Apartment,"West Porto Drive, Porto Arabia, The Pearl Island, Doha",2.0,3.0,11000,170.0,The Pearl Island,Doha,Budget,0,0
Luxury 2 Bedroom | First Occupancy,Apartment,"Lusail Residence, Marina District, Lusail",2.0,3.0,11000,150.0,Marina District,Lusail,Budget,0,0
Brand New Apartment | Bills Included | 1 Bedroom,Apartment,"Piazza 2, La Piazza, Fox Hills, Lusail",1.0,2.0,8000,111.0,Fox Hills,Lusail,Budget,0,0
BRAND NEW 2BR FULLY-FURNISHED APARTMENT,Apartment,"Al Nasr Street, Al Nasr, Doha",2.0,2.0,6500,110.0,Al Nasr,Doha,Budget,0,0
Spacious 3BR+Maid | Premium Residence | Al Nasr,Apartment,"Al Nasr Street, Al Nasr, Doha",3.0,4.0,10500,150.0,Al Nasr,Doha,Budget,0,0
Big Balcony | Bills Included | 1 Month Free,Apartment,"Beverly Hills Tower, West Bay, West Bay, Doha",2.0,3.0,10500,123.0,West Bay,Doha,Budget,0,0
Bills Included | Month Free | Fully Furnished,Apartment,"Regency Residence Tower, Regency Residence Tower, West Bay, Doha",2.0,3.0,10000,158.0,West Bay,Doha,Budget,0,0
LUXURY 2BHK + STORE | PREMIUM BUILDING | AL NASR,Apartment,"Al Nasr Street, Al Nasr, Doha",2.0,3.0,8500,130.0,Al Nasr,Doha,Budget,0,0
BRAND NEW | AFFORDABLE PRICE | PRIME LOCATION,Apartment,"Marina Tower 23, Marina District, Lusail",2.0,3.0,9000,150.0,Marina District,Lusail,Budget,0,0
Fully furnished 2 BHK Luxury Compound Apartment,Apartment,"Al Waab Street, Al Waab, Doha",2.0,3.0,9086,125.0,Al Waab,Doha,Budget,0,0
5BR and Maid Villa at Abu Hamour is now for rent!,Compound,"Bu Hamour Street, Abu Hamour, Doha",6.0,5.0,10000,400.0,Abu Hamour,Doha,Luxury,2,1
1 MONTH FREE | 4BR VILLA + M | SECURE COMPOUND,Villa,"Nine Pearls Compound, Al Waab, Doha",4.0,4.0,12923,350.0,Al Waab,Doha,Luxury,1,1
BILLS INCLUDED | BRAND NEW 1BR IN LUSAIL,Apartment,"Residential D6, Fox Hills South, Fox Hills, Lusail",1.0,2.0,6750,101.0,Fox Hills,Lusail,Budget,0,0
ELEGANT SF 2BHK APARTMENT- FOX HILLS LUSAIL,Apartment,"D22, Fox Hills, Lusail",2.0,2.0,8000,150.0,Fox Hills,Lusail,Budget,0,0
No Commission Furnished Apartment Bills Inclusive,Apartment,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",2.0,3.0,12571,166.0,The Pearl Island,Doha,Budget,0,0
SPACIOUS | 2BR | ALL BILLS INCLUDED | MARINA VIEW,Apartment,"East Porto Drive, Porto Arabia, The Pearl Island, Doha",2.0,3.0,12000,180.0,The Pearl Island,Doha,Budget,0,0
BRAND NEW |2 BEDROOM + OFFICE | PRIME LOCATION,Apartment,"L07, Fox Hills, Lusail",2.0,3.0,9500,159.0,Fox Hills,Lusail,Budget,0,0
Huge Balcony | Stunning Marina and Sea View | 2BR,Apartment,"West Porto Drive, Porto Arabia, The Pearl Island, Doha",2.0,3.0,10500,145.0,The Pearl Island,Doha,Budget,0,0
Modern 2 Bedrooms | Brand New | No Commision,Apartment,"Lusail Residence, Marina District, Lusail",2.0,3.0,10000,140.0,Marina District,Lusail,Budget,0,0
SUNLIGHT 1BR Corner Unit | Sea & Canal Views,Apartment,"Gondola, Qanat Quartier, The Pearl Island, Doha",1.0,2.0,8000,120.0,The Pearl Island,Doha,Budget,0,0
Bills Included | 2BR Fully-furnished Apartment,Apartment,"Al Tarfa Residences, Fox Hills, Lusail",2.0,2.0,6750,132.0,Fox Hills,Lusail,Budget,0,0
SPACIOUS 2BR NEAR D-RING ROAD AND LULU,Apartment,"Old Airport 43, Old Airport Road, Doha",2.0,2.0,4615,98.0,Old Airport Road,Doha,Budget,0,0
Premium Apartment |2BR+Maid Room| Modern Living,Apartment,"Crystal Residence, Gewan Island, The Pearl Island, Doha",2.0,4.0,13000,189.0,The Pearl Island,Doha,Budget,0,0
SPACIOUS 1 BDR IN LUSAIL | AMAZING POOL | JACUZI,Apartment,"Rome, Fox Hills, Fox Hills, Lusail",1.0,2.0,5500,130.0,Fox Hills,Lusail,Budget,0,0
BILLS INCLUDED | SPACIOUS 1BR WITH GYM,Apartment,"Najma Street, Najma, Doha",1.0,2.0,5000,65.0,Najma,Doha,Budget,0,0
BRAND NEW UNIT | 1 MONTH FREE | SPACIOUS 2 BDR,Apartment,"Al Erkyah City, Lusail",2.0,3.0,6499,110.0,Al Erkyah City,Lusail,Budget,0,0
ALL BILLS INCLUDED | HOUSEKEEPING | LIMiTED UNITS!,Apartment,"Bin Dirham 2, Al Mansoura, Doha",2.0,3.0,7385,96.0,Al Mansoura,Doha,Budget,0,0
ALL BILLS INCLUDED! NEAR FAMILY PARK | 1 BEDROOM,Apartment,"Al Mansoura, Al Mansoura, Doha",1.0,1.0,5077,60.0,Al Mansoura,Doha,Budget,0,0
MODERN | 1 BEDROOM | SEMI FURNISHED,Apartment,"West Porto Drive, Porto Arabia, The Pearl Island, Doha",1.0,2.0,7000,130.0,The Pearl Island,Doha,Budget,0,0
3BR | Plus Maid | Furnished | West Bay | For Rent,Apartment,"West Bay Tower, West Bay, West Bay, Doha",3.0,2.0,14000,130.0,West Bay,Doha,Budget,0,0
Furnished Apartment | Bills and WIFI Included,Apartment,"Lusail Residence, Marina District, Lusail",2.0,3.0,10999,160.0,Marina District,Lusail,Budget,0,0
Brand New | Gated Compound | 4 Bedroom Villa,Villa,"Muraikh, AlMuraikh, Doha",4.0,4.0,10500,230.0,AlMuraikh,Doha,Luxury,1,1
Luxurious | 1 Bedroom | La Plage | No Commission!,Apartment,"La Plage South, La Plage, The Pearl Island, Doha",1.0,2.0,8308,114.0,The Pearl Island,Doha,Budget,0,0
Furnished 2 BHK in Bin Mahmoud,Apartment,"Al Jazeera Street, Fereej Bin Mahmoud North, Fereej Bin Mahmoud, Doha",2.0,2.0,5000,65.0,Fereej Bin Mahmoud,Doha,Budget,0,0
Brand-New 5 BHK Villa + Maid’s Room | Compound ---,Villa,"Al Dana st, Muraikh, AlMuraikh, Doha",5.0,6.0,12000,400.0,AlMuraikh,Doha,Luxury,1,1
LANDLORD DIRECT | New Luxury Tower | 1BR Mid Floor,Apartment,"FJ9 Residential Tower, Marina District, Lusail",1.0,1.0,11000,97.0,Marina District,Lusail,Budget,0,0
NO COMMISSION | 5-STAR | 2BR+1 FF in Y Building 12,Apartment,"Y building 12, Al Sadd, Doha",2.0,2.0,9000,140.0,Al Sadd,Doha,Budget,0,0
Stand alone villa with 6 bedroom and outhouse,Villa,"Street 871, Al Duhail South, Al Duhail, Doha",6.0,5.0,15000,10.0,Al Duhail,Doha,Luxury,1,1
BILLS INCLUDED | SPACIOUS 1BR | STUNNING VIEW,Apartment,"Tower 22, Porto Arabia, The Pearl Island, Doha",1.0,2.0,6600,101.0,The Pearl Island,Doha,Budget,0,0
HIGH-FLOOR 1BR | 2 BALCONIES | MARINA & SEA VIEWS,Apartment,"Tower 22, Porto Arabia, The Pearl Island, Doha",1.0,2.0,7286,117.0,The Pearl Island,Doha,Budget,0,0
HIGH FLOOR UNIT| 1BR | MARINA VIEW | ALL INCLUSIVE,Apartment,"Tower 23, Porto Arabia, The Pearl Island, Doha",1.0,2.0,8143,114.0,The Pearl Island,Doha,Budget,0,0
BILLS INCLUDED | COZY 2 BEDROOM FULLY FURNISHED,Apartment,"East Porto Drive, Porto Arabia, The Pearl Island, Doha",2.0,2.0,9000,130.0,The Pearl Island,Doha,Budget,0,0
COZY 1 BEDROOM | CITY VIEW | FULLY FURNISHED,Apartment,"West Porto Drive, Porto Arabia, The Pearl Island, Doha",1.0,2.0,7500,118.0,The Pearl Island,Doha,Budget,0,0
STUNNING 1BHK | BILLS INCLUDED |FULL BEACH VIEW,Apartment,"Tower 2, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,7714,95.0,The Pearl Island,Doha,Budget,0,0
BILLS AND INTERNET INCLUDED | AFFORDABLE 1 BEDROOM,Apartment,"West Bay Tower, West Bay, West Bay, Doha",1.0,2.0,5750,100.0,West Bay,Doha,Budget,0,0
UNFURNISHED 2 BHK NEAR SAFARI MALL AVAILABLE!!!,Apartment,"Barwa Commercial Avenue, Umm Al Seneem, Doha",2.0,2.0,5250,101.0,Umm Al Seneem,Doha,Budget,0,0
Luxurious Furnished 1BHK Viva Bahriya|12K Incl.,Apartment,"Viva East, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,12000,130.0,The Pearl Island,Doha,Budget,0,0
Brand New 2BHK | Semi & Fully Furnished | Al Nasr,Apartment,"Al Nasr Street, Al Nasr, Doha",2.0,2.0,5800,120.0,Al Nasr,Doha,Budget,0,0
BRAND NEW | 2 BEDROOMS | FULLY FURNISHED,Apartment,"Boulevard View, Yasmeen City, Lusail",2.0,3.0,8500,139.0,Yasmeen City,Lusail,Budget,0,0
2 BHK | Fully Furnished | For Rent!,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,2.0,6000,120.0,Al Sadd,Doha,Budget,0,0
LUXURY FF 2BHK APARTMENT | BILLS EXCLUDED | LUSAIL,Apartment,"D22, Fox Hills, Lusail",2.0,2.0,8500,157.0,Fox Hills,Lusail,Budget,0,0
STYLISH CITY LIVING | 1-BEDROOM | ALL-INCLUSIVE,Apartment,"West Bay Tower, West Bay, West Bay, Doha",1.0,2.0,10500,90.0,West Bay,Doha,Budget,0,0
LUXURIOUS | 3 BEDROOMS | WITH BEACH ACCESS,Apartment,"West Bay Tower, West Bay, West Bay, Doha",3.0,4.0,15000,170.0,West Bay,Doha,Luxury,0,1
No Commission Best Price FF 1BHK Bills Included,Apartment,"Nora Park Residence, Fereej Bin Mahmoud South, Fereej Bin Mahmoud, Doha",1.0,2.0,6323,100.0,Fereej Bin Mahmoud,Doha,Budget,0,0
LANDLORD DIRECT | 2BR Flat at Yvillage 2,Compound,"Y Village 2, Al Messila, Doha",2.0,2.0,11077,152.0,Al Messila,Doha,Mid-Range,2,2
LUXURIOUS 1BR FF Flat in Y Village 2,Apartment,"Y Village 2, Al Messila, Doha",1.0,1.0,9000,120.0,Al Messila,Doha,Budget,0,0
BEAUTIFUL 1 BR APT- BILLS INCLUDED! NO AGENCY FEE!,Apartment,"Bilal Pearl Suites, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,9045,110.0,The Pearl Island,Doha,Budget,0,0
"EXCLUSIVE 1 BHK, THE PEARL- NO AGENCY FEE- OFFER!!",Apartment,"Bilal Pearl Suites, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,9045,110.0,The Pearl Island,Doha,Budget,0,0
OFFER!EXCLUSIVE 2 BR APT. SEA VIEW!NO AGENCY FEE!!,Apartment,"Bilal Pearl Suites, Viva Bahriyah, The Pearl Island, Doha",2.0,3.0,13065,165.0,The Pearl Island,Doha,Budget,0,0
Sea View | Vintage-Chic Modern Style | Luxurious,Apartment,"Al Mutahidah Tower, Viva Bahriyah, The Pearl Island, Doha",2.0,3.0,16500,229.0,The Pearl Island,Doha,Budget,0,0
NO COMMISSION | 2 BR Fully Furnished E&W Inlcuded,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,2.0,5500,90.0,Al Sadd,Doha,Budget,0,0
Brand New Unfurnished 1 BHK Apartment in Al Murra,Apartment,"Al Murrah, Al Rayyan, Doha",1.0,1.0,3500,65.0,Al Rayyan,Doha,Budget,0,0
NEWLY RENNOVATED | 2 BEDROOMS | SPACIOUS BALCONY,Apartment,"West Bay Tower, West Bay, West Bay, Doha",2.0,3.0,10000,180.0,West Bay,Doha,Budget,0,0
New Apartment -  Unfurnished 2 BHK- Al Rayyan area,Apartment,"Al Murrah, Al Rayyan, Doha",2.0,2.0,4800,120.0,Al Rayyan,Doha,Budget,0,0
NO COMMISSION LUXURY 1BHK BILLS INCL WITH POOL GYM,Apartment,"Banks street, Musheireb, Doha",1.0,2.0,4700,60.0,Musheireb,Doha,Budget,0,0
2BR+1 DUPLEX in FJ9 Residential Tower,Apartment,"FJ9 Residential Tower, Marina District, Lusail",2.0,2.0,25000,275.0,Marina District,Lusail,Luxury,0,1
EXCLUSIVE | 2 BEDROOMS | SEMI FURNISHED | VB,Apartment,"Viva West, Viva Bahriyah, The Pearl Island, Doha",2.0,3.0,10345,178.0,The Pearl Island,Doha,Budget,0,0
1 BEDROOM | SEMI FURNISHED | PRIME LOCATION,Apartment,"Viva West, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,7117,110.0,The Pearl Island,Doha,Budget,0,0
STYLISH | 1 BEDROOM | FULLY FURNISHED,Apartment,"Lusail Residence, Marina District, Lusail",1.0,2.0,7286,83.0,Marina District,Lusail,Budget,0,0
Modern & Elegant Furnished 2BHK Apartment |Al Sadd,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,3.0,5540,130.0,Al Sadd,Doha,Budget,0,0
BILLS INCLUDED | CLASSY 2 BEDROOM WITH MAIDS ROOM,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,3.0,9560,137.0,The Pearl Island,Doha,Budget,0,0
LANDLORD DIRECT | 1BR Unfurnished Villa,Compound,"Legtaifiya Lagoon, West Bay, Doha",1.0,1.0,8500,125.0,West Bay,Doha,Mid-Range,2,2
NO COMMISSION | 1 BR DUPLEX | BRAND NEW UNITS,Apartment,"FJ9 Residential Tower, Marina District, Lusail",1.0,1.0,11000,97.0,Marina District,Lusail,Budget,0,0
LANDLORD DIRECT | SEA VIEW | BRAND NEW UNITS,Apartment,"FJ9 Residential Tower, Marina District, Lusail",2.0,2.0,14000,150.0,Marina District,Lusail,Budget,0,0
LANDLORD DIRECT | Premium 2BR+Maid | Marina Lusail,Apartment,"FJ8 Residential Tower, Marina District, Lusail",2.0,2.0,13000,132.0,Marina District,Lusail,Budget,0,0
1-BDR | Balcony | Qatar Cool Included | Month Free,Apartment,"Tower 19, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,9500,97.0,The Pearl Island,Doha,Budget,0,0
Maid Room | One Month Free | Utilities Included,Apartment,"Floresta Gardens, Floresta Gardens, The Pearl Island, Doha",2.0,3.0,16000,174.0,The Pearl Island,Doha,Budget,0,0
1 Month Free | Qatar Cool Included | 1 Bedroom,Apartment,"Regency Pearl 2, Regency Pearl 2, The Pearl Island, Doha",1.0,2.0,7500,89.0,The Pearl Island,Doha,Budget,0,0
NO COMMISSION | 2BR FF GF & 1st Floor | Y Village,Compound,"Y Village, Abu Sidra, Al Rayyan, Doha",2.0,2.0,9000,154.0,Al Rayyan,Doha,Mid-Range,2,2
1 Bedroom | Furnished | Included bills | For Rent,Apartment,"Umm Ghwailina Comm, Umm Ghuwalina, Umm Ghuwailina, Doha",1.0,1.0,3800,91.0,Umm Ghuwailina,Doha,Budget,0,0
NO COMMISSION | 1BR Furnished Villa in Y Village 1,Compound,"Y Village, Abu Sidra, Al Rayyan, Doha",1.0,1.0,5000,75.0,Al Rayyan,Doha,Mid-Range,2,2
NO COMMISSION | 2BR Furnished Flat in Y Village 1,Apartment,"Y Village, Abu Sidra, Al Rayyan, Doha",2.0,2.0,8000,154.0,Al Rayyan,Doha,Budget,0,0
NO COMMISSION 2BR Western-Contemporary | Corniche,Apartment,"FJ Building 5, Umm Ghuwailina, Doha",2.0,2.0,8000,133.0,Umm Ghuwailina,Doha,Budget,0,0
LANDLORD DIRECT | NEW TOWER | UTILITIES INCLUDED,Apartment,"FJ9 Residential Tower, Marina District, Lusail",2.0,2.0,14000,150.0,Marina District,Lusail,Budget,0,0
LANDLORD DIRECT | MODERN 4MBR+1 FF Villa Type,Villa,"Salwa Road, Al Aziziyah, Doha",4.0,5.0,14880,363.0,Al Aziziyah,Doha,Luxury,1,1
2 Bedrooms | Al Sadd | Near Metro | For Rent!,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,2.0,6000,120.0,Al Sadd,Doha,Budget,0,0
LUXURY 2BHK + STORE | PREMIUM BUILDING | AL NASR,Apartment,"Al Nasr Street, Al Nasr, Doha",2.0,2.0,8500,130.0,Al Nasr,Doha,Budget,0,0
3 BEDROOM + M | THE PEARL | AMAZING SEA VIEW,Apartment,"Viva West, Viva Bahriyah, The Pearl Island, Doha",3.0,4.0,15000,196.0,The Pearl Island,Doha,Luxury,0,1
AFFORDABLE 1 BEDROOM | FULLY FURNISHED | LUSAIL,Apartment,"Milan, Fox Hills, Fox Hills, Lusail",1.0,2.0,5000,109.0,Fox Hills,Lusail,Budget,0,0
STUNNING 2 BEDROOM FULLY FURNISHED APARTMENT,Apartment,"Giardino Apartments, The Pearl Island, Doha",2.0,2.0,8400,120.0,The Pearl Island,Doha,Budget,0,0
NO COMMISSION | 2BR Fully Furnished 5-Star Bldg,Apartment,"FJ Building 7, Umm Ghuwailina, Doha",2.0,2.0,8000,115.0,Umm Ghuwailina,Doha,Budget,0,0
Premium 2 Bedrooms | Fully Furnished | Prime Area,Apartment,"Boulevard View, Yasmeen City, Lusail",2.0,3.0,8000,198.0,Yasmeen City,Lusail,Budget,0,0
NO COMMISSION | EXECUTIVE HOTEL APARTMENTS,Hotel Apartments,"Imperial Suites, Old Salata, Salata, Doha",1.0,2.0,6500,105.0,Salata,Doha,Mid-Range,3,2
4BDR + Maid | Semi Furnished | No Commission |,Villa,"Al Fardan Gardens 05, Al Waab, Doha",4.0,6.0,12000,385.0,Al Waab,Doha,Luxury,1,1
2BR Fully Furnished at Al Nasr INCLUDING KAHRMAA!,Apartment,"Al Nasr Street, Al Nasr, Doha",2.0,2.0,6000,110.0,Al Nasr,Doha,Budget,0,0
NO COMM | 2BR WITH POOL AND GYM W/ AMAZING OFFERS,Apartment,"Hiteen Street, Al Muntazah, Doha",2.0,3.0,6500,120.0,Al Muntazah,Doha,Budget,0,0
STUNNING 2BHK FULLY FURNISHED APARTMENT FOR RENT,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,3.0,5540,130.0,Al Sadd,Doha,Budget,0,0
Brand New | 6BR Family Villa | Compound Living,Villa,"Al Kheesa, Al Kheesa, Umm Salal Mohammed",6.0,6.0,10000,400.0,Al Kheesa,Umm Salal Mohammed,Luxury,1,1
ELEGANT SF 2BHK APARTMENT INCLUDING BILLS | LUSAIL,Apartment,"D22, Fox Hills, Lusail",2.0,2.0,8250,135.0,Fox Hills,Lusail,Budget,0,0
2BHK BILLS INCLUDED | NICE VIEW | AFFORDABLE PRICE,Apartment,"Marina Tower 21, Marina District, Lusail",2.0,3.0,8800,121.0,Marina District,Lusail,Budget,0,0
BRAND NEW | 1 BEDROOM | PRIME LOCATION,Apartment,"Al Erkyah City, Lusail",1.0,2.0,5500,60.0,Al Erkyah City,Lusail,Budget,0,0
___ 2BHK for rent in bin mahmoud with balcony ___,Apartment,"Fereej Bin Mahmoud North, Fereej Bin Mahmoud, Doha",2.0,2.0,4300,80.0,Fereej Bin Mahmoud,Doha,Budget,0,0
MODERN | 2 BEDROOMS | SF | BILLS INCLUDED,Apartment,"Viva West, Viva Bahriyah, The Pearl Island, Doha",2.0,3.0,10345,160.0,The Pearl Island,Doha,Budget,0,0
Spacious | Fully Furnished | 1BR | Umm Ghuwailina,Apartment,"Umm Ghwailina Comm, Umm Ghuwalina, Umm Ghuwailina, Doha",1.0,1.0,4000,92.0,Umm Ghuwailina,Doha,Budget,0,0
MOVE IN READY | SPACIOUS | 3 BEDROOMS,Apartment,"West Bay Tower, West Bay, West Bay, Doha",3.0,3.0,9500,180.0,West Bay,Doha,Budget,0,0
3+MAID | STORAGE | FULLY FURNISHED | ZIG ZAG TOWER,Apartment,"Zig Zag Tower B, Zig Zag Towers, West Bay, Doha",3.0,5.0,10000,226.0,West Bay,Doha,Luxury,0,1
COZY 1BR | VIVA BAHRIYA | DIRECT BEACH ACCESS,Apartment,"Viva West, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,7117,110.0,The Pearl Island,Doha,Budget,0,0
Newly Renovated Villa With Amazing Natural Light,Villa,"Al Nuaija Street, Al Hilal West, Al Hilal, Doha",5.0,3.0,10500,350.0,Al Hilal,Doha,Luxury,1,1
4 BDR + Maid | SF | Special offer |Great Amenities,Villa,"Al Fardan Gardens 05, Al Waab, Doha",4.0,6.0,12000,385.0,Al Waab,Doha,Luxury,1,1
Spacious Fully Furnished 2-bedroom apartment.,Apartment,"Porto Arabia, The Pearl Island, Doha",2.0,3.0,11000,120.0,The Pearl Island,Doha,Budget,0,0
Master Bedroom | One Month Free | Bills Included,Apartment,"Tower 12, Porto Arabia, The Pearl Island, Doha",1.0,2.0,13000,107.0,The Pearl Island,Doha,Budget,0,0
MODERN | 3 BEDROOMS PLUS MAID ROOM |PRIME LOCATION,Apartment,"West Porto Drive, Porto Arabia, The Pearl Island, Doha",3.0,4.0,14000,248.0,The Pearl Island,Doha,Luxury,0,1
Spacious 2BR Fully Furnished Balcony Erkiya Lusail,Apartment,"Al Erkyah City, Lusail",2.0,2.0,6000,141.0,Al Erkyah City,Lusail,Budget,0,0
UNFURNISHED 2 BEDROOMS NEAR SAFARI MALL FOR RENT!,Apartment,"Barwa Commercial Avenue, Umm Al Seneem, Doha",2.0,2.0,5250,101.0,Umm Al Seneem,Doha,Budget,0,0
Prime Location Best Price UF 3BHK with Amenities,Apartment,"Indigo Residence, Fereej Bin Mahmoud South, Fereej Bin Mahmoud, Doha",3.0,3.0,6000,121.0,Fereej Bin Mahmoud,Doha,Budget,0,0
1-Bedroom+Office Room | Month Free | Qatar Cool,Apartment,"Tower 19, Viva Bahriyah, The Pearl Island, Doha",1.0,2.0,11000,142.0,The Pearl Island,Doha,Budget,0,0
Modern 2BHK + Store | Full Amenities | Al Nasr,Apartment,"Al Nasr Street, Al Nasr, Doha",2.0,3.0,8500,130.0,Al Nasr,Doha,Budget,0,0
Furnished One BR Apt I QC Incl I Kempinski Seaview,Apartment,"Carnaval, Qanat Quartier, The Pearl Island, Doha",1.0,2.0,8000,90.0,The Pearl Island,Doha,Budget,0,0
Huge Balcony | Clean and Bright | Spacious 2 Beds,Apartment,"East Porto Drive, Porto Arabia, The Pearl Island, Doha",2.0,3.0,10000,145.0,The Pearl Island,Doha,Budget,0,0
COZY 2 BR AT CORNICHE INC BILLS AVAILABLE!,Apartment,"Hotel 115, Old Salata, Salata, Doha",2.0,2.0,6500,120.0,Salata,Doha,Budget,0,0
Spacious 2BR 1Month Free Huge Terrace Marina View,Apartment,"Al Kharaej 30, Lusail",2.0,2.0,9800,145.0,Al Kharaej 30,Lusail,Budget,0,0
Spacious Villa | Premium Amenities | Cozy Compound,Villa,"Al Waab Street, Al Waab, Doha",3.0,4.0,11550,300.0,Al Waab,Doha,Luxury,1,1
Modern & Elegant 2BHK Furnished Apartment |AL Sadd,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,3.0,5540,130.0,Al Sadd,Doha,Budget,0,0
Luxurious 2 BHK in a Prime Location at The Pearl,Apartment,"Giardino Village, The Pearl Island, Doha",2.0,3.0,10000,131.0,The Pearl Island,Doha,Budget,0,0
Luxury 1 Bedroom | Modern Elegance | Including Bil,Apartment,"Salaja Street, Doha Al Jadeed, Doha",1.0,2.0,4800,85.0,Doha Al Jadeed,Doha,Budget,0,0
NO COMMISSION | 2 BR Unfurnished | Al Sadd,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,2.0,5077,94.0,Al Sadd,Doha,Budget,0,0
4 BHK VILLA +MAIDS and DRIVER ROOM in Abu HAMOUR,Villa,"Bu Hamour Street, Abu Hamour, Doha",4.0,5.0,11000,500.0,Abu Hamour,Doha,Luxury,1,1
Furnished 1 Bedroom in Ein Khaled,Apartment,"Ain Khaled, Doha",1.0,1.0,4000,42.0,Ain Khaled,Doha,Budget,0,0
"Spacious 2 bed flat, including bills & amenities",Compound,"Diamond Compound, Abu Hamour, Doha",2.0,2.0,8000,160.0,Abu Hamour,Doha,Mid-Range,2,2
"Spacious 3 bed flat, including bills & amenities",Compound,"Sapphire Compound, Abu Hamour, Doha",3.0,2.0,8100,160.0,Abu Hamour,Doha,Mid-Range,2,2
STUNNING 2BR DUPLEX WITH BREATHTAKING CITY VIEW,Townhouse,"Abraj Bay, Abraj Quartiers, The Pearl Island, Doha",2.0,3.0,15643,210.0,The Pearl Island,Doha,Mid-Range,4,2
2 BEDROOMS FULLY FURNISHED WITH SPACIOUS BALCONY,Apartment,"West Bay Tower, West Bay, West Bay, Doha",2.0,3.0,10000,180.0,West Bay,Doha,Budget,0,0
NEWLY RENOVATED 3 BEDROOMS FULLY FURNISHED WESTBAY,Apartment,"West Bay Tower, West Bay, West Bay, Doha",3.0,3.0,9500,180.0,West Bay,Doha,Budget,0,0
2 BEDROOMS | FULLY FURNISHED | EXCLUSIVE TOWER,Apartment,"West Bay Tower, West Bay, West Bay, Doha",2.0,3.0,8500,150.0,West Bay,Doha,Budget,0,0
Lavilla Suites 1BHK Furnished Room,Hotel Apartments,"Najma Street, Najma, Doha",1.0,1.0,3750,50.0,Najma,Doha,Mid-Range,3,2
Spacious 3 Bedroom + Maid Villa in Ain Khaled,Villa,"Ain Khaled Villas, Ain Khaled, Doha",3.0,5.0,12000,450.0,Ain Khaled,Doha,Luxury,1,1
BILLS INC Luxurious 2 bedrooms apartment in Marina,Apartment,"Lusail Marina Heights, Marina District, Lusail",2.0,3.0,8770,130.0,Marina District,Lusail,Budget,0,0
Brand New | 4 Bedrooms  | Al Waab,Compound,"Al Waab Street, Al Waab, Doha",4.0,4.0,10500,240.0,Al Waab,Doha,Luxury,2,1
No Commission Best Price FF 2BHK Bills Included,Apartment,"Thabit Bin Zaid Street, Al Mansoura, Doha",2.0,2.0,5400,130.0,Al Mansoura,Doha,Budget,0,0
Luxurious 1 bedroom apartment in Al corniche,Apartment,"Le mirage corniche, Ras Abu Aboud, Doha",1.0,2.0,6250,80.0,Ras Abu Aboud,Doha,Budget,0,0
Modern & Spacious Fully Furnished 2BHK | Al Sadd,Apartment,"Al Sadd Road, Al Sadd, Doha",2.0,3.0,5540,130.0,Al Sadd,Doha,Budget,0,0
BRAND NEW 1 BEDROOM | BILLS INCLUDED | BALCONY,Apartment,"Fox Hills A13, Fox Hills, Lusail",1.0,2.0,7000,97.0,Fox Hills,Lusail,Budget,0,0
Modern 1BR in Umm Ghuwailina – Fully Furnished,Apartment,"Umm Ghwailina Comm, Umm Ghuwalina, Umm Ghuwailina, Doha",1.0,1.0,4000,90.0,Umm Ghuwailina,Doha,Budget,0,0
Fully Furnished | 2BHK+Maid | Commission Free,Apartment,"Mamsha Bay, Lusail",2.0,3.0,12000,140.0,Mamsha Bay,Lusail,Budget,0,0
Affordable Furnished 1BHK izghawa,Villa,"Izghawa, Izghawa, Doha",1.0,1.0,2600,85.0,Izghawa,Doha,Budget,1,0
